source,uid,category,bucket,download_ok,name,ok_load,watertight,body_count,orig_extents_mm,min_width_raw_mm,suggested_scale,min_width_scaled_mm,max_extent_scaled_mm,thin_axis_scaled_mm,verdict,reason,error,local_path
objaverse,ddfbc802f6cd4f11a58226c37e2fd4da,condiment,unknown,True,condiment/ddfbc802,True,False,57,"[1246.9, 2803.4, 1260.3]",1246.43,0.0321,40.0,90.0,40.9,accept,"min-width 40.0mm, max-extent 90.0mm, thin-axis 40.9mm at scale 0.032",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-104/ddfbc802f6cd4f11a58226c37e2fd4da.glb
objaverse,bb7f9ec1585844a1a19c89e4e6c127eb,condiment,unknown,True,condiment/bb7f9ec1,True,False,67,"[36.2, 69.8, 26.2]",26.04,1.5359,40.0,107.2,40.3,accept,"min-width 40.0mm, max-extent 107.2mm, thin-axis 40.3mm at scale 1.536",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-155/bb7f9ec1585844a1a19c89e4e6c127eb.glb
objaverse,645c8afba91842ee85786a76e1c78033,cork_(bottle_plug),flat_thin,True,cork_(bottle_plug)/645c8afb,True,False,7380,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-099/645c8afba91842ee85786a76e1c78033.glb
objaverse,6e86c103d95d4a07a5fb1819994526b5,cornmeal,unknown,True,cornmeal/6e86c103,True,False,47,"[207.3, 72.4, 204.4]",70.7,0.5307,37.5,110.0,42.4,accept,"min-width 37.5mm, max-extent 110.0mm, thin-axis 42.4mm at scale 0.531",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-042/6e86c103d95d4a07a5fb1819994526b5.glb
objaverse,146e704d169d453c9b41f48d59652039,cornmeal,unknown,True,cornmeal/146e704d,True,False,54,"[817.7, 1441.9, 1974.3]",817.62,0.0489,40.0,96.6,54.6,accept,"min-width 40.0mm, max-extent 96.6mm, thin-axis 54.6mm at scale 0.049",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-118/146e704d169d453c9b41f48d59652039.glb
objaverse,75a1e08e4b264ec8b9e2b082bb5d60f4,crape,unknown,True,crape/75a1e08e,True,False,75,"[134.1, 27.4, 71.7]",27.03,0.8203,22.2,110.0,23.2,accept,"min-width 22.2mm, max-extent 110.0mm, thin-axis 23.2mm at scale 0.820",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-119/75a1e08e4b264ec8b9e2b082bb5d60f4.glb
objaverse,51ef84e1e1dd4f1f99894d132c4ecbe4,crape,unknown,True,crape/51ef84e1,True,False,9703,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-143/51ef84e1e1dd4f1f99894d132c4ecbe4.glb
objaverse,76d436d6fafb4bc3b5da646bd1f6c41a,crouton,unknown,True,crouton/76d436d6,True,False,1057,"[16573.0, 13563.7, 17344.6]",11438.9,0.0035,40.0,60.7,46.4,accept,"min-width 40.0mm, max-extent 60.7mm, thin-axis 46.4mm at scale 0.003",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-119/76d436d6fafb4bc3b5da646bd1f6c41a.glb
objaverse,9540b760aea545c8a5595816a9e32e5c,crouton,unknown,True,crouton/9540b760,True,False,243,"[84409.1, 84000.2, 69172.4]",36357.44,0.0011,40.0,92.9,46.4,accept,"min-width 40.0mm, max-extent 92.9mm, thin-axis 46.4mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-084/9540b760aea545c8a5595816a9e32e5c.glb
objaverse,74c1ec968a194981b093e1f8d293b035,cup,thin_shell_hollow,True,cup/74c1ec96,True,True,3,"[1165.4, 586.4, 1165.4]",586.39,0.0682,40.0,79.5,42.9,accept,"min-width 40.0mm, max-extent 79.5mm, thin-axis 42.9mm at scale 0.068",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-004/74c1ec968a194981b093e1f8d293b035.glb
objaverse,fa9c188ebe9c49f994f6c5d6bac70ec6,cup,thin_shell_hollow,True,cup/fa9c188e,True,False,10408,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-065/fa9c188ebe9c49f994f6c5d6bac70ec6.glb
objaverse,aaedca780dcc4168bff1f8af62acca95,dagger,unknown,True,dagger/aaedca78,True,False,628,"[22938.4, 22219.1, 3026.9]",1137.27,0.0059,6.8,136.4,6.8,reject,height/thin-axis 6.8mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-008/aaedca780dcc4168bff1f8af62acca95.glb
objaverse,5de582634cfe4c348e7fe81f1d29bf02,dagger,unknown,True,dagger/5de58263,True,False,315,"[284938.5, 214252.3, 200000.0]",183857.41,0.0002,40.0,62.0,43.5,accept,"min-width 40.0mm, max-extent 62.0mm, thin-axis 43.5mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-050/5de582634cfe4c348e7fe81f1d29bf02.glb
objaverse,d8bfbc48bbed4d73b7e21eb26c96990a,diary,unknown,True,diary/d8bfbc48,True,False,54,"[6761.9, 1700.5, 9600.0]",1691.5,0.0115,19.4,110.0,20.1,accept,"min-width 19.4mm, max-extent 110.0mm, thin-axis 20.1mm at scale 0.011",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-106/d8bfbc48bbed4d73b7e21eb26c96990a.glb
objaverse,065d1418cc2840d8ab594f214b1fcb3b,diary,unknown,True,diary/065d1418,True,False,42,"[2000.0, 136.0, 747.8]",135.96,0.1324,18.0,264.8,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-148/065d1418cc2840d8ab594f214b1fcb3b.glb
objaverse,aeae5e2622344e298aa586f8db9d2172,dispenser,unknown,True,dispenser/aeae5e26,True,False,74,"[24471.1, 54040.7, 22932.5]",22491.81,0.0018,40.0,96.1,40.6,accept,"min-width 40.0mm, max-extent 96.1mm, thin-axis 40.6mm at scale 0.002",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-066/aeae5e2622344e298aa586f8db9d2172.glb
objaverse,518e3003739d42dda3b20b2a87b59d4f,dispenser,unknown,True,dispenser/518e3003,True,False,11101,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-068/518e3003739d42dda3b20b2a87b59d4f.glb
objaverse,bc7963b2bba14a6dafc8821976e19805,doughnut,unknown,True,doughnut/bc7963b2,True,False,802,"[149.2, 55.8, 150.0]",55.36,0.7226,40.0,108.4,40.5,accept,"min-width 40.0mm, max-extent 108.4mm, thin-axis 40.5mm at scale 0.723",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-103/bc7963b2bba14a6dafc8821976e19805.glb
objaverse,e5abc2ece9ae4a80a047e7a7c5173a0c,doughnut,unknown,True,doughnut/e5abc2ec,True,False,1774,"[2075.4, 651.9, 2040.0]",651.86,0.053,34.6,110.0,36.5,accept,"min-width 34.6mm, max-extent 110.0mm, thin-axis 36.5mm at scale 0.053",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-114/e5abc2ece9ae4a80a047e7a7c5173a0c.glb
objaverse,5bfb43ddec994a21baa0eb5e458cdf09,drum_(musical_instrument),unknown,True,drum_(musical_instrument)/5bfb43dd,True,False,2054,"[98407.6, 64085.5, 95774.1]",63296.5,0.0006,40.0,62.2,41.1,accept,"min-width 40.0mm, max-extent 62.2mm, thin-axis 41.1mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-089/5bfb43ddec994a21baa0eb5e458cdf09.glb
objaverse,9cf701a0db76411294266c5a3665458b,drum_(musical_instrument),unknown,True,drum_(musical_instrument)/9cf701a0,True,False,176,"[4282.1, 5262.6, 5330.4]",4120.25,0.0097,40.0,51.7,40.7,accept,"min-width 40.0mm, max-extent 51.7mm, thin-axis 40.7mm at scale 0.010",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-049/9cf701a0db76411294266c5a3665458b.glb
objaverse,0570fda0b76d4a088bb30dc8d625442d,earphone,unknown,True,earphone/0570fda0,True,False,8855,"[4202205.3, 345712.2, 577164.9]",254658.54,0.0001,13.3,218.8,13.4,reject,height/thin-axis 13.4mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-000/0570fda0b76d4a088bb30dc8d625442d.glb
objaverse,34e7cc5416d54fdeaa5b43e5610dafab,earphone,unknown,True,earphone/34e7cc54,True,False,394,"[342006.6, 1313278.5, 74392.8]",74376.53,0.0002,18.0,317.8,18.1,reject,height/thin-axis 18.1mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-103/34e7cc5416d54fdeaa5b43e5610dafab.glb
objaverse,a7483c665e4c4a3fba3fa30ee68a20f6,egg,compact_blobby,True,,,,,,,,,,,reject,,skipped: 39MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-030/a7483c665e4c4a3fba3fa30ee68a20f6.glb
objaverse,1bd870512aff40efba5678a97e7b05f4,egg,compact_blobby,True,egg/1bd87051,True,False,6,"[200000.0, 257109.6, 200000.0]",198364.62,0.0002,40.0,51.8,40.3,accept,"min-width 40.0mm, max-extent 51.8mm, thin-axis 40.3mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-029/1bd870512aff40efba5678a97e7b05f4.glb
objaverse,ff8a765ebd94497ba575af810c61442a,eraser,small_tools_office,True,eraser/ff8a765e,True,False,1272,"[1555214.8, 26186.1, 7571.7]",7547.87,0.0024,17.9,3697.1,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-012/ff8a765ebd94497ba575af810c61442a.glb
objaverse,51dba5eb17c24e0c9fbd1f817505cd60,ferry,unknown,True,ferry/51dba5eb,True,False,992,"[19321.2, 44148.3, 19818.1]",19321.2,0.0021,40.0,91.4,40.6,accept,"min-width 40.0mm, max-extent 91.4mm, thin-axis 40.6mm at scale 0.002",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-136/51dba5eb17c24e0c9fbd1f817505cd60.glb
objaverse,962ef5773bf04418a90294483a3f741e,ferry,unknown,True,ferry/962ef577,True,False,1934,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-032/962ef5773bf04418a90294483a3f741e.glb
objaverse,d8ed49732e73483286207cd15e5e84e1,fire_hose,unknown,True,fire_hose/d8ed4973,True,False,50970,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-048/d8ed49732e73483286207cd15e5e84e1.glb
objaverse,b2ffff2874224bd6ab62dc2ef37e0e4a,fire_hose,unknown,True,fire_hose/b2ffff28,True,False,67074,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-021/b2ffff2874224bd6ab62dc2ef37e0e4a.glb
objaverse,42486e3a126b4efabde1c62db1a55c43,flashlight,unknown,True,flashlight/42486e3a,True,False,226,"[660.4, 348.2, 5992.2]",341.55,0.0517,17.7,309.7,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-099/42486e3a126b4efabde1c62db1a55c43.glb
objaverse,85812bc38c3d410f9d75339df78f8051,flashlight,unknown,True,flashlight/85812bc3,True,False,5825,"[7920.5, 1464.5, 1538.9]",1464.44,0.0139,20.3,110.0,20.4,accept,"min-width 20.3mm, max-extent 110.0mm, thin-axis 20.4mm at scale 0.014",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-063/85812bc38c3d410f9d75339df78f8051.glb
objaverse,6d84ee88a53640cdbbdd635ab81998bb,foal,unknown,True,foal/6d84ee88,True,False,125,,,,,,,reject,,split() returned no usable parts,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-078/6d84ee88a53640cdbbdd635ab81998bb.glb
objaverse,89e33a0b4f6045a0a62d8999b0905f3e,foal,unknown,True,foal/89e33a0b,True,False,7112,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-159/89e33a0b4f6045a0a62d8999b0905f3e.glb
objaverse,e7e636e16f36410f9631235a695b0dba,frisbee,toys_misc,True,frisbee/e7e636e1,True,False,149,"[1979.6, 142.2, 2000.0]",140.89,0.1266,17.8,253.1,17.9,reject,height/thin-axis 17.9mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-154/e7e636e16f36410f9631235a695b0dba.glb
objaverse,71e5d069a583437ab6734944f0ca599b,frisbee,toys_misc,True,frisbee/71e5d069,True,False,16,"[82222.8, 16596.7, 82027.8]",16469.17,0.0013,22.0,110.0,22.2,accept,"min-width 22.0mm, max-extent 110.0mm, thin-axis 22.2mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-102/71e5d069a583437ab6734944f0ca599b.glb
objaverse,483d5634e6cb47a5a1a154aad3a9e9d0,garbage,unknown,True,,,,,,,,,,,reject,,skipped: 31MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-108/483d5634e6cb47a5a1a154aad3a9e9d0.glb
objaverse,2ca171ded7104ca98d0010ec62c27d2c,garbage,unknown,True,garbage/2ca171de,True,False,503,"[2617.7, 1503.0, 2396.2]",1491.87,0.0268,40.0,70.2,60.0,accept,"min-width 40.0mm, max-extent 70.2mm, thin-axis 60.0mm at scale 0.027",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-147/2ca171ded7104ca98d0010ec62c27d2c.glb
objaverse,8203e7ea9c7646ba82cbb190763630e5,gelatin,kitchen_containers,True,gelatin/8203e7ea,True,False,68,"[373.4, 188.0, 351.7]",178.4,0.2242,40.0,83.7,41.0,accept,"min-width 40.0mm, max-extent 83.7mm, thin-axis 41.0mm at scale 0.224",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-148/8203e7ea9c7646ba82cbb190763630e5.glb
objaverse,7da36ddc2a28494586269bca7d4a7942,gelatin,kitchen_containers,True,gelatin/7da36ddc,True,False,13,"[1424.3, 2000.0, 1433.4]",1374.17,0.0291,40.0,58.2,41.0,accept,"min-width 40.0mm, max-extent 58.2mm, thin-axis 41.0mm at scale 0.029",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-099/7da36ddc2a28494586269bca7d4a7942.glb
objaverse,313d87d0db804ff58ded52027608a0b3,goggles,unknown,True,goggles/313d87d0,True,False,36671,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-048/313d87d0db804ff58ded52027608a0b3.glb
objaverse,566492c26f6949ec8f082c0710ca93e5,goggles,unknown,True,goggles/566492c2,True,False,284,"[1090.2, 1043.2, 1085.7]",1016.48,0.0394,40.0,42.9,42.9,accept,"min-width 40.0mm, max-extent 42.9mm, thin-axis 42.9mm at scale 0.039",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-122/566492c26f6949ec8f082c0710ca93e5.glb
objaverse,355a1580d4414f0c84d72d7634a24af9,grits,unknown,True,grits/355a1580,True,False,2261,"[250.0, 109.6, 250.0]",109.65,0.3648,40.0,91.2,40.0,accept,"min-width 40.0mm, max-extent 91.2mm, thin-axis 40.0mm at scale 0.365",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-119/355a1580d4414f0c84d72d7634a24af9.glb
objaverse,4686d7eec76f49ea91facbfa379d4061,grits,unknown,True,grits/4686d7ee,True,False,634,"[5859.8, 2831.4, 4886.6]",1656.85,0.0188,31.1,110.0,31.4,accept,"min-width 31.1mm, max-extent 110.0mm, thin-axis 31.4mm at scale 0.019",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-068/4686d7eec76f49ea91facbfa379d4061.glb
objaverse,d9d377f8aa3d45efa3500a23b950c994,hairnet,unknown,True,,,,,,,,,,,reject,,skipped: 53MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-011/d9d377f8aa3d45efa3500a23b950c994.glb
objaverse,0af496d645b94038971cb609f782a171,hairnet,unknown,True,hairnet/0af496d6,True,False,9,"[110.8, 103.8, 84.5]",79.46,0.5034,40.0,55.8,40.5,accept,"min-width 40.0mm, max-extent 55.8mm, thin-axis 40.5mm at scale 0.503",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-063/0af496d645b94038971cb609f782a171.glb
objaverse,20fc0680ea0143c0b7dcd66277eeaf80,hamper,unknown,True,hamper/20fc0680,True,False,158,"[144298.5, 82347.9, 106815.9]",82347.91,0.0005,40.0,70.1,40.0,accept,"min-width 40.0mm, max-extent 70.1mm, thin-axis 40.0mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-136/20fc0680ea0143c0b7dcd66277eeaf80.glb
objaverse,9dd969f8aa0b41689aa28f7e4cdff5d0,hamper,unknown,True,hamper/9dd969f8,True,False,2708,"[10810000.0, 2462927.7, 5205820.3]",2462927.73,0.0,25.1,110.0,25.9,accept,"min-width 25.1mm, max-extent 110.0mm, thin-axis 25.9mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-145/9dd969f8aa0b41689aa28f7e4cdff5d0.glb
objaverse,baa90088dfb8429b9bbe7ed8f6746714,handle,unknown,True,handle/baa90088,True,False,1279,"[157911.5, 64673.7, 31633.1]",29237.47,0.0007,20.4,110.0,20.4,accept,"min-width 20.4mm, max-extent 110.0mm, thin-axis 20.4mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-062/baa90088dfb8429b9bbe7ed8f6746714.glb
objaverse,da784e7403cf49159d8a5f5e2b6c814f,handle,unknown,True,handle/da784e74,True,False,117,"[94.8, 35.3, 9.4]",9.26,1.9094,17.7,181.1,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-038/da784e7403cf49159d8a5f5e2b6c814f.glb
objaverse,64db8b5ade3e4981b6d507d3808743c8,headlight,unknown,True,headlight/64db8b5a,True,False,521,"[10462.0, 7290.7, 23055.7]",7263.19,0.0048,34.7,110.0,35.3,accept,"min-width 34.7mm, max-extent 110.0mm, thin-axis 35.3mm at scale 0.005",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-063/64db8b5ade3e4981b6d507d3808743c8.glb
objaverse,467f78253a974f7c98506a85db5eebb6,headlight,unknown,True,headlight/467f7825,True,False,56,"[29703.9, 29703.9, 97855.8]",29560.82,0.0011,33.2,110.0,33.3,accept,"min-width 33.2mm, max-extent 110.0mm, thin-axis 33.3mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-010/467f78253a974f7c98506a85db5eebb6.glb
objaverse,c3951fb6b4384ddb8b90781a24c89e51,honey,unknown,True,honey/c3951fb6,True,False,51,"[59096.6, 53372.5, 59096.4]",53372.45,0.0007,40.0,44.3,57.8,accept,"min-width 40.0mm, max-extent 44.3mm, thin-axis 57.8mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-157/c3951fb6b4384ddb8b90781a24c89e51.glb
objaverse,1fd7def3b2a540a0b7a00bcc92261018,honey,unknown,True,honey/1fd7def3,True,False,20744,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-030/1fd7def3b2a540a0b7a00bcc92261018.glb
objaverse,2cdec54eac9e4fb4b37c754eb3a66f2f,hot_sauce,unknown,True,,,,,,,,,,,reject,,skipped: 39MB > 20MB cap,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-094/2cdec54eac9e4fb4b37c754eb3a66f2f.glb
objaverse,0e5d6fec63714df0b49b3399c59044c8,hot_sauce,unknown,True,hot_sauce/0e5d6fec,True,False,497,"[10000.0, 41000.0, 32000.0]",9904.92,0.0027,26.6,110.0,27.8,accept,"min-width 26.6mm, max-extent 110.0mm, thin-axis 27.8mm at scale 0.003",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-008/0e5d6fec63714df0b49b3399c59044c8.glb
objaverse,eb2f87f7efc74cfd91167bbf91be186b,ice_skate,unknown,True,ice_skate/eb2f87f7,True,False,53,"[134799.6, 316977.0, 289461.7]",129848.58,0.0003,40.0,97.6,40.7,accept,"min-width 40.0mm, max-extent 97.6mm, thin-axis 40.7mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-131/eb2f87f7efc74cfd91167bbf91be186b.glb
objaverse,3f38a8a2273441508889951f6e312ae0,ice_skate,unknown,True,ice_skate/3f38a8a2,True,False,1366,"[32016.9, 38453.6, 40444.6]",31989.02,0.0013,40.0,50.6,40.0,accept,"min-width 40.0mm, max-extent 50.6mm, thin-axis 40.0mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-051/3f38a8a2273441508889951f6e312ae0.glb
objaverse,c5bcfb2d53934421be8f9e8b407c2633,iron_(for_clothing),unknown,True,iron_(for_clothing)/c5bcfb2d,True,False,298,"[26710.8, 12596.3, 38170.0]",11917.68,0.0029,34.3,110.0,41.0,accept,"min-width 34.3mm, max-extent 110.0mm, thin-axis 41.0mm at scale 0.003",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-003/c5bcfb2d53934421be8f9e8b407c2633.glb
objaverse,5a49310711d748cdaa1fe66fe27016f2,jewelry,unknown,True,jewelry/5a493107,True,False,11381,,,,,,,reject,,TimeoutError: load+analyze exceeded 25s,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-042/5a49310711d748cdaa1fe66fe27016f2.glb
objaverse,77ff876381194041a525815d4b83d34f,jewelry,unknown,True,jewelry/77ff8763,True,False,356,"[5.0, 3.8, 6.2]",3.73,10.7218,40.0,66.3,41.0,accept,"min-width 40.0mm, max-extent 66.3mm, thin-axis 41.0mm at scale 10.722",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-021/77ff876381194041a525815d4b83d34f.glb
objaverse,34d9439b0b4c4b8e9984987a89e9a9db,keycard,flat_thin,True,keycard/34d9439b,True,False,66,"[757.6, 1365.3, 95.5]",95.5,0.1885,18.0,257.3,19.8,reject,height/thin-axis 19.8mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-080/34d9439b0b4c4b8e9984987a89e9a9db.glb
objaverse,1ec8c12f4fbd4987bfde21696d0c91b3,keycard,flat_thin,True,keycard/1ec8c12f,True,False,5,"[953906.0, 611522.0, 72569.0]",72569.0,0.0002,18.0,236.6,20.6,accept,"min-width 18.0mm, max-extent 236.6mm, thin-axis 20.6mm at scale 0.000",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-083/1ec8c12f4fbd4987bfde21696d0c91b3.glb
objaverse,93331af658884cb9933cd2a7dfbeb293,knitting_needle,unknown,True,knitting_needle/93331af6,True,False,84,"[0.3, 51.8, 70.6]",0.25,70.2474,17.9,4960.3,19.3,reject,height/thin-axis 19.3mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-142/93331af658884cb9933cd2a7dfbeb293.glb
objaverse,dff1090376c54c96ba6663139bb6e198,knitting_needle,unknown,True,knitting_needle/dff10903,True,False,229,"[465.4, 7391.5, 1524.5]",465.12,0.0387,18.0,285.9,18.0,reject,height/thin-axis 18.0mm < 20mm floor (hard cutoff),,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-139/dff1090376c54c96ba6663139bb6e198.glb
objaverse,1aa6739d774348efa691340e3a12b870,lampshade,unknown,True,lampshade/1aa6739d,True,False,384,"[3579.5, 7580.5, 2897.6]",2738.25,0.0145,39.7,110.0,39.9,accept,"min-width 39.7mm, max-extent 110.0mm, thin-axis 39.9mm at scale 0.015",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-129/1aa6739d774348efa691340e3a12b870.glb
objaverse,62fc82ddd5fb46a2a0eadb06d493e194,lampshade,unknown,True,lampshade/62fc82dd,True,False,50,"[52010.1, 40000.0, 52010.1]",40000.0,0.001,40.0,52.0,40.0,accept,"min-width 40.0mm, max-extent 52.0mm, thin-axis 40.0mm at scale 0.001",,/home/yifeid/git/gentle_manip/dataset/object_expansion/objaverse_cache/hf-objaverse-v1/glbs/000-018/62fc82ddd5fb46a2a0eadb06d493e194.glb
