name,category,bucket,source_uid,geom_verdict,suggested_scale,prep_ok,fem_gate_pass,fem_tets,collection_status,success_rate,ever_success_rate,sub_yield_frac,episodes_saved,stage,note,timestamp
sweet_potato,sweet_potato,unknown,4de96f97ca814709a7664b1831a7c9c9,accept,0.0255,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:55
spotlight,spotlight,unknown,9addea6a4129438b83a1fc3ed4a784ec,accept,0.0489,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:56
sunflower,sunflower,unknown,bf0666bbc6184f5da9245a4be6c63588,accept,0.3848,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:57
parachute,parachute,unknown,35aa7192c0c0468aae7302204858cde0,accept,0.0697,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:57
thermos_bottle,thermos_bottle,tall_narrow,f472d9e2badf47d39815c2b4b59ce05e,accept,0.0034,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:57
propeller,propeller,unknown,aa4b8ab41c3544edb4d9e32d80a8b599,accept,0.02,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:57
snowmobile,snowmobile,unknown,859161b7ace44f44a3fd9fe9e761639a,accept,0.0003,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:57
pegboard,pegboard,unknown,395987a7deb44f82a12b18eefae474f4,accept,0.0016,True,False,5887,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 02:28:58
turkey,turkey_(food),unknown,0f86d02fcdf744c2bfaf2100e1570328,accept,0.0021,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:58
road_map,road_map,unknown,132c6e972c254c7593869bd216fd3ae0,accept,0.0,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:28:59
saucepan,saucepan,unknown,e2da46f23af54a7ca5bcaf7581dbfa6b,accept,0.8184,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:01
strainer,strainer,unknown,39a813c157e94a3d9d1f2332134a47bb,accept,0.1295,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:02
pistol,pistol,unknown,f93cbc21279d4423986d6d84ca4ba74f,accept,0.0006,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:03
telephoto_lens,telephoto_lens,unknown,09247d35f0e244c29c6b7f7c36a12d45,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:03
shopping_bag,shopping_bag,unknown,bb501d2c0f584e62b9efd44a2ca733d0,accept,0.0018,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:03
trophy_cup,trophy_cup,tall_narrow,0a5c38536ce14e64955ae6d2ea9cfc4e,accept,0.0434,False,,,,,,,,mesh_prep,repair failed: post-decimation mesh lost watertightness (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson),2026-09-09 02:29:04
tarp,tarp,unknown,27827636f0a54440b7223f792bd8306b,accept,0.0055,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:05
shot_glass,shot_glass,tall_narrow,27c73eabfff14bdb912f467374119dc8,accept,0.0038,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:06
toaster,toaster,unknown,75fc1765690b4f6f9b15adbaa6ff5888,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:07
vent,vent,unknown,9ac6aa4fa5be4c0c9d03b5fa43345158,accept,0.0012,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:08
softball,softball,unknown,b35454d6bf504f8b99a3d1c705eddb48,accept,0.0238,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:09
water_gun,water_gun,unknown,7fa9d5093e424caea027e4c68d6a60c3,accept,0.0182,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:09
smoothie,smoothie,unknown,bd769a8792b9477a9de7b4cfb2d96c0e,accept,0.0002,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:09
potato,potato,compact_blobby,073f61374af74d4c81a80b11a698fe0a,accept,0.0084,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:13
quilt,quilt,unknown,603d067ea2094550842bf65ad7c7e279,accept,0.0008,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:15
apple2,apple,compact_blobby,4bc699f995844d3394389e8ca8c64794,accept,0.4913,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:15
wind_chime,wind_chime,unknown,b2e70e0d8d8b4224b407da650cbd10eb,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:18
salad,salad,unknown,ef6e1987d2bd44709ba08e4a0175df06,accept,0.2898,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:18
sharpener,sharpener,unknown,1d6c8a031c41489ebecda344fb2d4807,accept,0.0292,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:21
ski_parka,ski_parka,unknown,57a9f57210654739a9243996a926ae55,accept,0.0374,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:21
stew,stew,unknown,a4475b81ba7b4d589faeba319b58b30e,accept,0.026,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:22
squid,squid_(food),unknown,0fb0c4ff0d3f489288caa0afef723230,accept,0.0003,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:23
suspenders,suspenders,unknown,9a3632e29a3e4ad3a4e1a15a7d380bcc,accept,0.0027,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:25
tape,tape_(sticky_cloth_or_paper),unknown,f119a138add7447aafc27029d9594c81,accept,0.0,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:26
straw,straw_(for_drinking),unknown,2ce197fe22c5404f8674aab5a6cb410b,accept,0.4037,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:27
thermometer,thermometer,elongated_rope_stick,iEjmm8vp0s2TPcjq9j367AE43fA,accept,0.0135,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:27
truffle,truffle_(chocolate),unknown,750ac13000e445bc8f658434c65a6d9a,accept,37.8477,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:28
water_scooter,water_scooter,unknown,23e4027a42974d88b593c86abd3aff57,accept,0.0006,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:30
balloon2,balloon,unknown,b882fd37f09840bb9168479ca5fad5e2,accept,0.0076,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:33
timer,timer,unknown,89cee4a742ef47df9769b8bc947e0d61,accept,0.736,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:33
tartan,tartan,unknown,2211bfe7312348d795e1fce4f925dce6,accept,0.015,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:35
vase,vase,tall_narrow,3b3dc074ec614209a255dd2f7b84f145,accept,0.0011,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:35
tobacco_pipe,tobacco_pipe,unknown,89aba26d17ec46bfb2d63803a38bacf7,accept,0.0021,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:38
visor,visor,unknown,371011a1dbd34742bc0fa6ef72f335b6,accept,0.0011,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:40
wedding_ring,wedding_ring,unknown,83a6fc8e16e04f5fad3c929893f275b4,accept,0.0039,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:41
beer_can2,beer_can,kitchen_containers,d5816da876f14df89d4b5f0f65d19a55,accept,0.0009,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:29:43
computer_keyboard,computer_keyboard,unknown,a25c537932e84ef693de2cdbfc9dd22d,accept,0.3571,True,False,137967,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 02:30:17
crabmeat,crabmeat,unknown,fc28c7110c15496dbe05d9cff4ba6a21,accept,0.0162,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:17
dartboard,dartboard,unknown,fb08eb8a6b944b18aa54cfc7431d8809,accept,0.1014,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:18
doorknob,doorknob,compact_blobby,6b65ee4b71a848cbab23f2026ad23bfd,accept,0.001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:19
dustpan,dustpan,unknown,c192ebcddbee49668d891b8e14c5f18e,accept,0.0359,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:22
fire_alarm,fire_alarm,unknown,85c3d3b9cfd64c108dc548e525052c4e,accept,0.5732,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:23
freshener,freshener,unknown,59ed9da27c2d419b959fad13027a0dec,accept,0.0046,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:26
globe,globe,unknown,4e9c3cccbaaa4adc947ad8e8ab351d0d,accept,0.0266,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:27
halter_top,halter_top,unknown,4630cf631895489eaf3185b914aa14f5,accept,0.0013,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:29
headboard,headboard,unknown,62e03de5b2eb4e8d81d1ffe8e94720b8,accept,0.0016,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:30
ice_maker,ice_maker,unknown,9885a4f288c24135a7796035cbae6de3,accept,0.0305,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:30:32
keycard,keycard,flat_thin,1ec8c12f4fbd4987bfde21696d0c91b3,accept,0.0002,True,False,30074,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 02:31:11
legume,legume,unknown,13d896955e8544e9aee219a2ddd8ecb1,accept,0.2854,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:13
mallard,mallard,unknown,1c33bff9e6614181adc5f2c2657afff1,accept,0.0018,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:14
milk,milk,unknown,ff7fe95e57564cedb3f61bfcbd7e683c,accept,0.3884,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:16
onion,onion,compact_blobby,ee5476b5928142a9a579404a331528c2,accept,0.0322,True,False,6246,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 02:31:17
papaya,papaya,unknown,1fd66adf2bba4caaa2aac9e54c424b5f,accept,4.3626,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:18
peanut_butter,peanut_butter,unknown,686c71ef72f04b50aa522325651e3222,accept,0.0038,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:19
pillow,pillow,unknown,49ff5037af0b45fbab69680fcb3228a2,accept,0.1381,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:21
postcard,postcard,unknown,104d34aa17e648adb50231219edf8665,accept,0.0037,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:25
puppet,puppet,unknown,cc08afda9f27432d909b1160b52d8bbc,accept,0.0206,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:35
safety_pin,safety_pin,unknown,fefe61636e7e4670b83f38943cdac85d,accept,0.0005,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:36
screwdriver,screwdriver,elongated_rope_stick,7066bc9b705c45d4a97971ff5aba38e6,accept,0.0002,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:37
shredder,shredder_(for_paper),unknown,3932389d516a4cbfb3644f40922e542d,accept,0.0016,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:31:51
speaker,speaker_(stero_equipment),unknown,2f2c3113cb0840f493b5e46d36628642,accept,0.1475,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:32:15
suitcase,suitcase,unknown,09ca07e8534d4cb2a25f074ca9bdabe9,accept,1.1101,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:32:32
telephone,telephone,unknown,0ea3e2fa6d4f42ebbd2a0095060ce39e,accept,0.2883,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:32:37
toy,toy,toys_misc,43fdf229319c439b9dd4557b7acbd0d0,accept,0.0008,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:33:01
water_faucet,water_faucet,unknown,10367ce0fcbc45279f59648e80e26139,accept,0.0938,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:33:03
zucchini,zucchini,elongated_rope_stick,84d49dc0a9214b17ad48eda985f80dea,accept,0.0118,True,False,5837,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 02:33:04
pea7,pea_(food),unknown,54a9ecef1895457487c63e91c8cfd5cc,accept,0.0176,True,True,3389,accepted,0.8333,0.8,1.0,20,done,,2026-09-09 02:44:59
phonebook,phonebook,unknown,485e8ea7bd4947428521570a747fd459,accept,0.3565,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:02
popsicle,popsicle,unknown,f68105e64cc142b59b4a701d4315d03b,accept,0.2892,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:03
pudding,pudding,unknown,1ab28887546540d69a4c34618b285387,accept,0.055,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:07
router,router_(computer_equipment),unknown,84f5c1363273479fafc15e73c7c83abb,accept,0.0003,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:09
sausage,sausage,unknown,602747b4fe4d435e8a37c7a2e3edce03,accept,0.0194,True,False,3958,,,,,,fem_gate,direct_tet/ratio/tetcount gate failed,2026-09-09 02:45:12
shovel,shovel,unknown,f30ba7d7a43b436587f8d9c57e1656c5,accept,0.1483,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:12
soup,soup,unknown,04d0d8204db4400197ea4cc170c7cc15,accept,0.2517,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:22
sugar_bowl,sugar_bowl,thin_shell_hollow,98152e492164485f9c476715c3477565,accept,0.0031,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:23
teacup,teacup,tall_narrow,1f0920eb333f402f994a4f7c39c2944b,accept,0.6413,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:25
toothpaste,toothpaste,bath_personal,3eccf8cdd75a41a19496680dac87b847,accept,0.0045,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:31
volleyball,volleyball,unknown,6554891b758246348b682dfff4e4b462,accept,0.021,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:32
wine_bucket,wine_bucket,unknown,ab02325e744d49aaad85c95f0c73786a,accept,0.0183,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:45:34
alcohol,alcohol,unknown,2884e7f790a64d39b3a9f680d8bfb16d,accept,0.0039,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:44
apricot,apricot,unknown,a4c9a503f63e440e8d6d924d4e5c36b1,accept,0.6003,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:44
tabasco_sauce,Tabasco_sauce,unknown,463023dd24d14b68b368aecb221425c4,accept,0.0034,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:44
armor,armor,unknown,a739fbc9d88c4daf9f730dd9f6778c68,accept,0.0001,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:44
asparagus,asparagus,elongated_rope_stick,e959f4481edf4ed68f5b6067e821cc08,accept,0.0097,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:44
apple,apple,compact_blobby,152ca55383b2491e816f5ed5ac127677,accept,0.0023,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:45
bait,bait,unknown,645886761a804fa5bfb184d1ec8221b1,accept,0.0928,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:45
backpack,backpack,unknown,0b5f059d4ad346a79e7360f5904cf7cd,accept,0.0039,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:45
baseball_cap,baseball_cap,unknown,4a713326b70a4a32aa7ec6eca918603a,accept,0.1002,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:45
lego,Lego,unknown,3a4c4e3fd81241ec99e2a9dac838dc31,accept,0.0041,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:45
bamboo,bamboo,unknown,d0d5eb345ff7420bb7f5c5239fcec637,accept,0.0004,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:46
banner,banner,unknown,2440d24c883c46a4a6c21e3cb1b6f323,accept,0.1783,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:46
award,award,unknown,2a115610451c4bd58a7f79d11a7bab61,accept,1.9105,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:46
artichoke,artichoke,compact_blobby,907ec92dd9a949e79f4633c3cabb2fa8,accept,0.0859,False,,,,,,,,mesh_prep,repair failed: mesh still not watertight after voxel-remesh fallback (FAILS LOUDLY per the 2026-09-07 DEVLOG lesson -- do not silently ship this),2026-09-09 02:46:46
